num,query_name,cand_name,AMT_avg_score
14673,S008C002P029R002A048,S008C002P032R002A048,2
14674,S008C001P031R001A022,S032C001P105R002A104,2.4
14675,S021C001P059R002A100,S008C001P031R001A027,1.3
14676,S014C003P007R001A007,S011C001P038R001A022,1.444444444
14677,S010C003P008R001A039,S027C002P084R002A096,1.090909091
14678,S023C002P064R002A080,S010C002P013R002A048,1.3
14679,S014C003P037R001A009,S006C001P024R001A027,1
14680,S026C001P072R001A098,S010C002P018R002A040,1.4
14681,S027C002P082R002A080,S001C001P004R002A040,1
14682,S026C001P050R002A101,S007C001P001R002A048,1.090909091
14683,S008C001P036R001A026,S005C001P004R001A026,3.9
14684,S014C001P037R002A026,S029C001P088R002A099,1.6
14685,S030C001P095R001A102,S028C003P008R001A101,1
14686,S017C003P003R001A039,S002C003P011R001A039,3.666666667
14687,S009C002P019R002A035,S008C001P036R001A035,3.3
14688,S028C003P087R001A097,S026C003P050R001A097,1.6
14689,S020C003P052R001A100,S025C001P066R002A100,3.4
14690,S032C001P106R001A101,S013C001P028R002A035,1.3
14691,S017C002P009R002A035,S008C001P035R001A008,1.2
14692,S028C003P087R001A080,S023C001P068R002A080,3.181818182
14693,S032C001P105R001A101,S006C001P022R002A008,1.222222222
14694,S008C001P033R002A007,S011C003P028R001A023,1.1
14695,S028C002P073R002A099,S024C002P060R002A100,1.6
14696,S001C001P004R001A009,S006C001P022R002A026,1.4
14697,S010C002P008R002A040,S002C003P009R001A040,3.4
14698,S001C001P006R002A027,S008C002P030R002A027,3.454545455
14699,S024C001P064R001A097,S002C002P011R002A022,1.3
14700,S025C001P068R001A097,S008C003P032R001A022,1.6
14701,S014C002P027R002A022,S008C001P035R002A007,1.8
14702,S021C002P058R002A097,S020C003P053R001A104,1.3
14703,S028C003P073R001A098,S005C003P021R001A040,1.222222222
14704,S032C001P102R002A098,S031C001P082R002A098,3.888888889
14705,S016C001P021R002A039,S017C001P015R001A039,3
14706,S021C002P060R002A080,S030C003P044R001A080,3.4
14707,S002C001P012R001A023,S008C001P031R001A007,1.25
14708,S008C001P034R001A027,S006C003P024R001A027,4
14709,S030C001P095R001A102,S027C001P086R001A095,1
14710,S009C002P019R002A035,S007C001P018R002A035,3.4
14711,S008C002P032R002A008,S023C001P068R002A080,2
14712,S008C001P035R002A009,S007C002P001R002A048,1.3
14713,S019C002P049R002A104,S008C001P030R001A040,1.111111111
14714,S002C001P012R001A027,S031C002P085R002A099,1.2
14715,S026C001P008R001A104,S020C001P052R002A095,1.8
14716,S029C001P080R001A097,S017C003P017R001A022,1.7
14717,S027C001P086R001A102,S032C001P008R001A102,2.818181818
14718,S014C003P039R001A007,S007C001P027R002A023,1.272727273
14719,S023C001P056R002A098,S022C002P064R002A098,3.7
14720,S007C001P016R001A023,S002C003P013R001A023,4
14721,S008C001P001R001A023,S010C002P025R002A022,1.3
14722,S002C003P007R001A022,S002C003P010R001A007,1.2
14723,S008C001P033R002A007,S008C001P030R002A007,3.7
14724,S008C002P036R002A008,S002C003P009R001A048,1.3
14725,S001C001P006R002A009,S006C002P023R002A009,3.6
14726,S022C001P066R002A095,S023C001P061R002A095,2.4
14727,S032C001P106R002A104,S029C002P044R002A104,2
14728,S006C003P022R001A035,S008C002P032R002A035,2.7
14729,S023C001P059R002A102,S013C001P027R001A026,1.363636364
14730,S006C001P022R002A008,S003C003P002R001A048,1.4
14731,S023C001P064R002A101,S032C003P106R001A101,3.7
14732,S005C002P010R002A008,S006C001P022R001A035,1.545454545
14733,S020C001P041R001A099,S032C003P105R001A100,1.3
14734,S010C003P016R001A039,S011C001P038R001A039,3.8
14735,S012C001P028R001A039,S017C001P003R001A039,3.888888889
14736,S012C001P008R001A009,S002C001P014R001A009,3
14737,S030C001P092R001A099,S030C003P092R001A099,4
14738,S027C002P043R002A102,S029C001P051R001A102,3.555555556
14739,S008C002P030R002A027,S010C002P025R002A027,3.9
14740,S032C002P102R002A101,S021C001P058R002A097,1.222222222
14741,S030C001P092R002A080,S020C002P052R002A080,3
14742,S001C003P006R001A039,S016C001P025R001A048,1
14743,S007C002P028R002A027,S017C001P009R001A027,3.3
14744,S026C001P072R002A104,S027C001P011R002A097,1.4
14745,S032C001P105R001A101,S027C003P085R001A101,3.9
14746,S001C001P005R002A027,S008C001P032R001A026,2
14747,S027C003P081R001A095,S032C003P106R001A095,3.9
14748,S008C003P030R001A008,S017C003P009R001A008,3.8
14749,S032C001P104R002A097,S024C003P064R001A097,3.666666667
14750,S002C002P011R002A040,S008C001P031R001A007,1.2
14751,S026C001P071R001A104,S018C003P008R001A095,2.3
14752,S023C001P056R002A098,S030C002P095R002A097,2
14753,S008C002P033R002A007,S019C002P050R002A095,1.1
14754,S011C003P038R001A048,S002C001P010R002A048,2.8
14755,S029C003P006R001A099,S016C001P039R002A026,1.333333333
14756,S010C001P013R002A026,S017C001P003R002A026,2.7
14757,S006C003P023R001A027,S018C003P043R001A099,1.3
14758,S006C001P024R001A048,S030C003P095R001A101,1
14759,S004C001P020R002A022,S010C002P021R002A022,4
14760,S008C001P034R002A039,S027C002P080R002A096,2.111111111
14761,S028C003P087R001A095,S030C002P081R002A104,1.4
14762,S010C002P025R002A027,S005C003P004R001A026,1.888888889
14763,S020C003P053R001A097,S027C001P011R002A097,2.5
14764,S019C001P050R002A099,S021C002P058R002A099,4
14765,S028C003P046R001A104,S023C002P068R002A104,1.9
14766,S007C001P017R001A035,S001C002P005R002A035,2.5
14767,S010C001P018R002A040,S001C001P007R001A040,3.666666667
14768,S006C001P022R001A035,S027C003P086R001A080,1
14769,S023C002P064R002A104,S025C002P059R002A097,2
14770,S020C001P052R002A102,S032C001P106R001A101,1
14771,S008C002P032R002A007,S017C001P003R002A007,3.5
14772,S028C001P043R002A101,S002C001P014R002A008,1.083333333
14773,S032C001P105R001A095,S027C003P081R001A095,3.6
14774,S008C002P030R002A023,S019C001P049R002A104,1.1
14775,S002C001P013R001A022,S031C001P006R001A104,2.777777778
14776,S010C001P008R001A023,S011C003P038R001A023,3.777777778
14777,S008C002P015R002A007,S008C001P029R002A007,1.454545455
14778,S027C001P082R001A097,S002C002P003R002A022,1.8
14779,S002C003P014R001A023,S025C001P066R002A104,1.3
14780,S026C001P050R002A080,S002C002P014R002A008,2.181818182
14781,S023C001P055R002A101,S029C001P080R002A101,3.7
14782,S022C001P061R001A101,S027C002P079R002A101,3.5
14783,S003C001P002R001A039,S002C002P010R002A048,1.2
14784,S030C002P095R002A080,S027C003P086R001A080,3.7
14785,S008C001P032R001A022,S001C002P005R002A023,1.3
14786,S031C003P097R001A101,S027C001P079R002A101,3.454545455
14787,S023C001P061R002A097,S031C001P082R002A098,1.2
14788,S016C003P025R001A048,S013C003P037R001A048,2.181818182
14789,S008C003P032R001A026,S007C001P028R002A009,1
14790,S030C002P095R002A104,S021C003P059R001A095,3.5
14791,S021C002P060R002A080,S003C001P002R002A035,1.3
14792,S026C003P071R001A101,S016C003P021R001A035,1.6
14793,S027C002P080R002A102,S026C002P050R002A101,1
14794,S032C001P044R001A097,S008C003P031R001A022,1.3
14795,S002C001P014R002A008,S029C002P080R002A080,1.888888889
14796,S027C001P083R001A104,S023C003P068R001A095,3.181818182
14797,S027C002P079R002A104,S032C001P105R002A097,1.4
14798,S027C001P083R002A096,S023C002P066R002A096,3.1
14799,S020C001P054R001A080,S002C001P009R001A048,2.6
14800,S002C001P014R001A009,S006C003P024R001A027,1.363636364
14801,S027C001P082R001A097,S021C001P056R002A097,3.6
14802,S011C002P028R002A048,S017C001P020R001A048,3.6
14803,S027C001P086R001A095,S011C001P015R002A022,2.2
14804,S008C001P035R001A023,S027C001P079R002A104,1.2
14805,S020C001P053R001A100,S031C002P051R002A099,2
14806,S023C001P055R001A104,S027C001P084R002A097,1.181818182
14807,S020C003P054R001A080,S030C001P043R002A080,1.9
14808,S029C001P080R001A097,S032C001P106R002A097,3.5
14809,S032C002P106R002A100,S019C001P008R002A100,3.4
14810,S008C001P034R002A026,S010C001P021R002A026,3.454545455
14811,S026C003P075R001A097,S027C001P083R001A098,1.555555556
14812,S008C003P029R001A040,S019C001P051R001A096,1.545454545
14813,S016C001P039R002A048,S002C002P013R002A035,1.9
14814,S013C003P027R001A048,S008C002P032R002A048,2.2
14815,S013C002P037R002A027,S031C003P043R001A100,1.272727273
14816,S002C001P012R002A040,S017C003P015R001A039,1.3
14817,S014C001P039R001A040,S002C003P009R001A040,3.3
14818,S022C001P066R002A095,S025C001P066R002A104,3.6
14819,S008C003P036R001A023,S013C002P018R002A023,4
14820,S027C003P082R001A097,S023C002P064R002A104,2
14821,S023C002P056R002A098,S009C003P019R001A040,1.7
14822,S008C001P029R002A027,S032C002P102R002A096,1
14823,S002C002P012R002A040,S011C002P002R002A040,3.9
14824,S008C001P034R001A027,S008C002P029R002A026,1.545454545
14825,S015C003P015R001A040,S011C003P038R001A040,3.6
14826,S019C001P046R001A098,S021C001P060R001A098,3.9
14827,S006C001P017R001A026,S006C002P022R002A026,3.25
14828,S014C001P039R001A009,S008C001P030R002A027,1.333333333
14829,S008C002P035R002A007,S008C001P035R002A007,4
14830,S014C001P037R001A009,S016C001P040R001A009,3.9
14831,S029C001P080R001A097,S027C001P081R001A098,2.2
14832,S027C001P083R001A104,S030C002P011R002A104,3
14833,S002C001P011R002A026,S028C001P073R002A099,1.2
14834,S008C001P034R002A026,S003C003P002R001A027,1.727272727
14835,S032C001P043R002A097,S028C002P087R002A104,1.181818182
14836,S008C003P035R001A040,S008C002P035R002A007,1
14837,S026C003P008R001A098,S029C003P008R001A096,1.4
14838,S027C001P079R002A099,S020C003P053R001A100,1.7
14839,S002C002P014R002A027,S007C001P016R001A026,1.5
14840,S029C002P044R002A098,S026C001P071R001A096,1.8
14841,S029C001P080R001A095,S023C001P061R002A095,2.2
14842,S002C001P011R002A026,S002C002P009R002A009,1.1
14843,S030C002P081R002A099,S026C002P072R002A099,3.909090909
14844,S020C003P053R001A099,S019C002P050R002A099,3.777777778
14845,S001C001P005R002A035,S007C002P001R002A048,2.111111111
14846,S027C002P084R002A100,S006C003P023R001A027,1.4
14847,S026C001P071R002A080,S021C001P060R002A080,3.3
14848,S014C002P027R002A022,S002C001P012R002A007,1
14849,S001C001P003R002A040,S012C002P028R002A040,3
14850,S001C001P006R001A039,S017C001P020R002A040,1.6
14851,S002C001P014R002A008,S017C001P016R002A008,3.666666667
14852,S013C002P016R002A009,S011C001P038R001A048,1.1
14853,S025C002P055R002A100,S031C001P097R002A100,3.4
14854,S008C001P034R001A048,S008C003P031R001A035,1.6
14855,S008C001P033R002A040,S002C001P012R002A040,3.8
14856,S011C001P002R002A040,S013C001P037R002A040,4
14857,S016C003P021R001A035,S001C001P005R001A048,2.2
14858,S024C003P064R001A095,S010C001P013R002A040,1.3
14859,S024C001P060R002A100,S027C003P006R001A100,2.9
14860,S002C001P013R001A039,S001C003P004R001A039,3.6
14861,S031C001P097R002A100,S015C002P016R002A027,1.2
14862,S020C003P052R001A100,S027C002P086R002A100,2.8
14863,S023C003P055R001A104,S023C001P061R002A095,1.9
14864,S027C001P084R002A104,S032C002P105R002A104,2.555555556
14865,S027C001P081R002A096,S029C002P044R002A098,1
14866,S005C001P004R002A008,S002C002P014R002A008,3.636363636
14867,S027C002P084R002A095,S019C002P050R002A104,1.4
14868,S003C001P019R001A022,S018C003P043R001A104,3.222222222
14869,S023C001P068R002A101,S028C003P087R001A101,3.8
14870,S008C001P033R001A027,S006C001P022R002A027,3.125
14871,S020C003P052R001A099,S025C001P055R002A100,1.636363636
14872,S026C003P071R001A096,S027C002P080R002A096,3.8
14873,S027C001P080R002A096,S023C001P064R001A096,3.9
14874,S013C001P019R001A048,S026C001P049R002A101,1.7
14875,S030C003P095R001A096,S020C001P054R001A098,1.4
14876,S030C001P076R001A080,S031C001P006R002A080,3.555555556
14877,S021C001P055R002A095,S031C002P100R002A095,3.7
14878,S030C002P095R002A080,S020C001P052R002A080,3.4
14879,S030C002P096R002A102,S023C002P055R002A098,1.125
14880,S023C003P066R001A101,S022C001P061R001A101,3.5
14881,S027C002P084R002A099,S027C001P082R002A100,1.3
14882,S031C001P097R001A101,S028C001P073R002A101,3.9
14883,S031C003P006R001A098,S029C001P044R001A096,1.3
14884,S009C001P019R002A035,S023C003P061R001A080,1.090909091
14885,S001C001P005R002A027,S030C002P092R002A100,1.222222222
14886,S002C001P011R002A026,S001C001P006R002A027,1.2
14887,S006C001P023R001A007,S008C002P036R002A007,3.5
14888,S023C001P061R002A097,S014C001P027R002A022,1.2
14889,S029C002P044R002A099,S008C001P034R001A027,1
14890,S028C001P046R001A104,S023C002P058R002A104,2.3
14891,S030C001P092R001A096,S020C001P054R001A098,1.181818182
14892,S006C003P022R001A009,S008C003P032R001A027,1
14893,S002C001P013R001A039,S005C001P021R001A040,1.333333333
14894,S029C003P080R001A099,S007C002P015R002A027,1.3
14895,S012C001P037R001A035,S016C003P039R001A035,3.4
14896,S027C001P083R002A096,S027C001P086R001A096,3.4
14897,S027C003P084R001A101,S005C002P010R002A008,1.272727273
14898,S031C001P100R001A101,S031C001P051R002A101,2.727272727
14899,S030C001P095R002A097,S018C003P043R001A104,1.4
14900,S027C002P082R002A080,S031C002P100R002A080,2.4
14901,S032C002P104R002A097,S021C002P056R002A097,3.363636364
14902,S022C001P066R002A095,S021C003P056R001A095,3.9
14903,S028C003P073R001A098,S002C002P012R002A040,1.5
14904,S027C001P086R001A096,S026C003P071R001A096,3.7
14905,S031C003P097R001A101,S013C001P007R002A035,1.3
14906,S002C001P011R001A039,S019C002P046R002A096,1.5
14907,S027C002P079R002A099,S003C003P001R001A027,1.083333333
14908,S005C002P010R002A008,S025C001P058R002A080,2.272727273
14909,S032C002P043R002A098,S006C001P024R001A040,1.111111111
14910,S011C001P038R001A022,S008C003P001R001A023,1.5
14911,S017C003P003R001A039,S004C002P020R002A039,3.555555556
14912,S026C001P071R001A104,S020C003P052R001A104,2.111111111
14913,S016C001P040R001A039,S016C001P040R001A040,2
14914,S002C001P013R001A039,S017C003P015R001A039,3.1
14915,S001C002P004R002A040,S011C003P038R001A039,1.222222222
14916,S031C003P099R001A080,S008C001P036R001A048,1.222222222
14917,S032C001P008R001A102,S032C003P106R001A102,3.777777778
14918,S024C001P064R001A097,S030C001P092R001A097,3.6
14919,S014C001P039R002A008,S008C001P033R001A035,1.272727273
14920,S008C001P029R002A008,S002C001P007R001A008,3.8
14921,S002C002P011R002A040,S001C003P005R001A040,3.1
14922,S006C003P024R001A027,S009C001P007R001A027,3.5
14923,S027C001P083R002A096,S005C001P016R002A022,1.1
14924,S001C002P005R002A026,S008C003P030R001A009,1
14925,S012C001P037R002A039,S010C001P016R001A039,3.363636364
14926,S028C003P087R001A095,S001C002P001R002A022,2.1
14927,S025C002P068R002A098,S031C002P051R002A098,2.777777778
14928,S006C001P001R001A008,S030C001P044R001A080,1.555555556
14929,S001C001P004R001A007,S001C003P004R001A007,4
14930,S008C002P033R002A026,S008C002P031R002A026,3.7
14931,S013C001P019R002A039,S031C001P100R001A096,1.7
14932,S031C001P043R001A095,S026C001P072R001A095,2.4
14933,S008C001P031R001A027,S002C001P014R002A027,3.4
14934,S030C003P092R001A097,S006C001P023R002A022,1.5
14935,S030C001P095R002A097,S014C002P027R002A022,1.2
14936,S014C001P037R002A026,S008C001P015R001A026,3.333333333
14937,S025C002P055R002A100,S032C001P105R001A100,3.2
14938,S030C001P092R001A104,S009C003P017R001A040,1.1
14939,S002C003P013R001A023,S021C002P056R002A104,1.2
14940,S029C001P080R001A095,S011C001P002R001A022,2.2
14941,S002C001P011R002A007,S011C001P038R002A007,3.4
14942,S003C003P001R001A027,S016C002P039R002A026,1.888888889
14943,S006C002P023R002A008,S001C001P005R001A048,1.090909091
14944,S002C001P012R001A027,S008C001P036R002A027,3.7
14945,S006C001P022R001A039,S002C001P012R002A039,3.6
14946,S023C003P059R001A099,S020C001P052R001A099,3.888888889
14947,S007C001P018R002A026,S013C001P019R002A009,1.222222222
14948,S021C001P059R002A100,S016C001P039R002A026,1.3
14949,S004C003P020R001A008,S014C002P019R002A008,3.444444444
14950,S023C002P056R002A098,S032C002P102R002A098,4
14951,S007C001P015R002A027,S031C002P097R002A099,1.666666667
14952,S029C001P049R001A100,S023C003P059R001A099,2.666666667
14953,S008C001P031R001A008,S010C002P021R002A008,3.8
14954,S027C002P080R002A096,S008C002P035R002A039,1.555555556
14955,S010C001P008R001A023,S008C001P031R002A023,2.636363636
14956,S008C003P031R001A027,S006C003P023R001A027,3.9
14957,S024C001P061R001A100,S020C001P052R001A100,3.777777778
14958,S026C001P075R001A097,S025C003P059R001A104,1.363636364
14959,S023C001P061R002A096,S002C001P011R001A039,1.25
14960,S021C003P060R001A104,S027C001P081R002A097,1.222222222
14961,S030C003P095R001A095,S028C001P073R001A095,3.111111111
14962,S027C001P084R002A102,S030C001P092R002A095,1.2
14963,S031C002P097R002A099,S006C002P008R002A026,1.6
14964,S021C001P056R002A104,S031C002P100R002A104,1.1
14965,S016C002P040R002A026,S009C003P007R001A027,1.363636364
14966,S002C001P011R002A026,S005C003P010R001A026,3.2
14967,S012C003P008R001A027,S008C001P032R001A027,3.4
14968,S027C001P084R001A098,S021C003P058R001A098,3.7
14969,S002C001P013R001A039,S016C001P040R001A048,1.222222222
14970,S031C003P099R001A080,S032C003P106R001A080,3.7
14971,S028C001P073R001A080,S032C001P105R002A080,3.5
14972,S024C001P060R002A100,S007C002P028R002A027,1.3
14973,S001C001P008R001A048,S002C001P014R001A035,1.7
14974,S020C002P052R002A097,S032C001P104R002A097,2.8
14975,S002C003P013R001A023,S030C002P081R002A104,1.1
14976,S008C001P036R002A007,S008C002P036R002A022,1.444444444
14977,S027C003P083R001A101,S031C003P097R001A101,3.666666667
14978,S023C003P066R001A101,S012C001P027R002A008,1
14979,S011C001P015R002A022,S006C001P024R002A023,1.2
14980,S028C002P073R002A099,S003C003P018R001A027,1.5
14981,S023C001P056R002A098,S027C001P079R001A098,3.5
14982,S014C001P027R001A039,S024C001P060R002A096,1.636363636
14983,S008C002P030R002A048,S017C003P003R001A039,1.7
14984,S008C003P029R001A035,S007C001P001R002A048,2.3
14985,S002C001P014R001A023,S011C001P016R001A007,1.2
14986,S019C002P046R002A096,S027C001P080R002A096,4
14987,S025C002P066R002A104,S031C001P097R001A104,2.1
14988,S008C002P033R002A048,S010C001P017R002A048,3.8
14989,S016C001P040R002A027,S029C002P088R002A099,1.3
14990,S027C001P084R002A095,S023C002P061R002A095,3.4
14991,S001C001P004R002A023,S011C003P038R001A023,3.1
14992,S032C001P105R002A080,S002C002P014R002A008,2
14993,S020C002P053R002A102,S008C001P001R001A026,1.3
14994,S008C002P033R002A008,S026C002P050R002A080,1.5
14995,S006C001P023R001A007,S012C002P037R002A022,1.222222222
14996,S029C001P080R001A095,S011C003P027R001A040,1.727272727
14997,S001C001P004R002A027,S010C002P021R002A026,1.8
14998,S010C001P021R001A048,S026C002P049R002A101,1
14999,S029C003P051R001A102,S032C001P105R001A101,1
15000,S027C002P083R002A096,S019C001P050R001A096,3.7
15001,S008C003P001R001A026,S016C001P021R001A009,1
15002,S032C002P105R002A097,S027C002P084R002A104,1.818181818
15003,S008C003P029R001A035,S007C002P001R002A048,1.727272727
15004,S021C001P055R002A080,S030C003P088R001A080,3.4
15005,S014C003P037R001A007,S006C001P023R001A023,1.272727273
15006,S028C001P073R001A100,S029C002P080R002A100,3.2
15007,S001C002P004R002A035,S016C001P040R001A008,1.222222222
15008,S016C002P040R002A026,S017C001P003R002A026,3.1
15009,S006C002P022R002A008,S027C003P084R001A080,2.8
15010,S011C003P002R001A022,S023C001P058R002A104,1.222222222
15011,S002C003P013R001A027,S015C001P016R002A027,4
15012,S013C002P037R002A027,S016C002P040R002A026,1.636363636
15013,S007C001P016R001A026,S016C001P021R001A027,1.111111111
15014,S008C002P035R002A007,S008C001P030R002A022,1.454545455
15015,S031C002P097R002A095,S006C002P022R002A022,2.4
15016,S005C003P015R001A035,S008C002P032R002A035,2.7
15017,S012C002P019R002A027,S028C001P087R002A100,1.363636364
15018,S023C001P055R001A104,S019C001P046R001A095,2.7
15019,S021C001P058R002A095,S027C001P084R002A095,2.1
15020,S023C001P066R001A097,S023C001P058R002A104,1.666666667
15021,S027C001P086R001A104,S011C001P002R002A040,1.181818182
15022,S010C002P021R002A026,S027C001P083R001A099,1.222222222
15023,S006C001P022R001A035,S006C002P024R002A035,3.444444444
15024,S001C001P004R001A007,S001C003P006R001A007,2.375
15025,S009C002P017R002A008,S013C001P027R001A026,1.090909091
15026,S028C003P087R001A095,S032C001P105R001A095,3.8
15027,S020C001P052R001A096,S001C003P001R001A039,1.6
15028,S008C003P030R001A035,S008C001P029R001A035,2
15029,S029C002P044R002A098,S027C002P086R002A098,3.5
15030,S008C003P029R001A009,S011C001P038R001A009,3.727272727
15031,S010C001P017R002A048,S030C001P076R001A101,1.125
15032,S006C002P023R002A009,S007C002P001R002A048,1
15033,S021C003P060R001A104,S032C001P102R002A104,1.222222222
15034,S028C003P043R001A096,S031C001P100R001A096,3.363636364
15035,S008C001P032R002A008,S001C001P005R001A048,1.090909091
15036,S026C001P071R002A080,S002C002P013R002A035,1.7
15037,S031C002P097R002A100,S028C001P073R001A100,3.1
15038,S002C002P003R002A022,S011C003P002R001A022,2.9
15039,S030C001P092R001A101,S008C002P001R002A035,1.3
15040,S016C003P039R001A035,S012C002P027R002A008,2.375
15041,S030C001P092R002A095,S030C001P081R002A104,1.1
15042,S028C001P073R002A104,S032C002P102R002A104,1.777777778
15043,S008C001P035R002A039,S008C003P036R001A040,1.6
15044,S025C001P066R002A100,S018C003P008R001A099,1.5
15045,S019C001P050R002A095,S019C003P046R001A095,3.636363636
15046,S030C001P011R002A104,S027C001P084R002A097,1.4
15047,S008C001P032R002A008,S020C002P052R002A080,2.2
15048,S008C001P035R002A026,S016C001P040R002A027,1.4
15049,S008C001P029R001A022,S012C002P037R002A022,2.888888889
15050,S008C002P036R002A008,S001C001P002R001A008,3.7
15051,S031C002P051R002A099,S007C001P016R001A026,1.363636364
15052,S028C001P046R001A104,S010C002P013R002A040,1.1
15053,S008C002P036R002A027,S008C002P029R002A027,3.090909091
15054,S032C003P008R001A102,S008C001P031R002A026,1.5
15055,S008C001P036R001A040,S032C001P106R001A096,1.888888889
15056,S025C002P066R002A104,S021C002P058R002A095,3.8
15057,S008C001P034R002A023,S017C001P017R001A022,1.125
15058,S028C001P073R001A080,S031C001P099R001A080,3.5
15059,S008C002P031R002A026,S016C001P040R001A009,1.1
15060,S010C001P021R002A008,S012C001P027R002A008,3.666666667
15061,S023C001P061R002A096,S028C003P087R001A098,1.2
15062,S003C002P002R002A035,S016C001P040R001A048,2.3
15063,S026C002P072R002A101,S006C001P023R002A035,1.5
15064,S028C002P046R002A080,S005C003P021R001A040,1
15065,S001C001P005R001A040,S011C001P038R001A040,3.6
15066,S008C003P032R001A027,S004C001P020R002A027,3.6
15067,S001C002P006R002A023,S010C003P008R001A023,2.7
15068,S016C001P039R002A026,S008C002P034R002A026,3.3
15069,S007C001P028R001A008,S008C003P034R001A008,3.3
15070,S021C001P059R001A096,S027C001P083R001A098,1.2
15071,S003C003P002R001A027,S007C001P015R002A027,4
15072,S016C001P040R001A048,S010C003P021R001A048,3.454545455
15073,S022C001P066R002A095,S026C001P071R002A095,3.4
15074,S001C002P004R002A035,S008C001P025R002A035,3.6
15075,S007C003P016R001A023,S008C003P031R001A022,1.1
15076,S010C002P025R002A027,S031C002P097R002A100,1.111111111
15077,S032C002P105R002A102,S029C002P075R002A101,1
15078,S010C002P018R002A040,S016C002P021R002A039,1.545454545
15079,S013C003P027R001A026,S001C002P006R002A027,1.6
15080,S019C002P049R002A080,S025C001P056R001A080,2.909090909
15081,S029C001P075R002A101,S002C001P014R002A008,1.090909091
15082,S008C003P031R001A009,S002C001P014R002A026,1.1
15083,S024C003P061R001A100,S005C001P010R001A026,1.111111111
15084,S006C001P024R001A048,S010C001P017R002A048,4
15085,S027C001P086R002A101,S032C003P106R001A101,3.3
15086,S008C001P029R001A023,S002C001P011R002A023,2.5
15087,S024C003P061R001A100,S016C001P039R002A027,1
15088,S026C003P050R001A102,S021C003P060R001A101,1
15089,S008C002P031R002A039,S006C003P022R001A039,3.909090909
15090,S006C001P017R001A026,S031C003P100R001A099,1.25
15091,S001C003P006R001A040,S008C001P036R001A039,1.1
15092,S002C002P012R002A009,S003C001P002R001A048,1.1
15093,S023C002P068R002A101,S029C001P075R002A101,2.7
15094,S002C001P012R002A035,S026C001P008R001A080,1
15095,S023C001P068R001A102,S032C001P008R001A102,3.333333333
15096,S021C001P060R001A098,S002C001P014R001A040,1.2
15097,S011C003P038R001A040,S001C003P006R001A040,4
15098,S028C003P073R001A098,S029C002P080R002A098,3.777777778
15099,S031C002P006R002A080,S007C001P016R001A035,1.625
15100,S023C002P064R002A104,S023C001P058R002A104,3.2
15101,S021C001P058R002A099,S008C001P034R001A027,1.4
15102,S026C003P071R001A104,S028C001P087R001A095,1.7
15103,S008C002P033R002A040,S017C001P009R002A039,1.3
15104,S030C001P092R002A095,S030C002P011R002A095,3.4
15105,S008C001P032R001A026,S007C002P018R002A026,3
15106,S008C003P036R001A023,S031C001P097R001A104,1.1
15107,S002C003P013R001A039,S007C001P018R001A039,3.777777778
15108,S025C001P058R002A080,S014C003P008R001A035,1.3
15109,S023C003P061R001A080,S023C001P066R002A080,3.3
15110,S008C003P032R001A023,S001C002P005R002A023,3.6
15111,S027C001P085R002A102,S032C001P044R002A101,1.2
15112,S030C001P095R001A100,S008C001P029R002A027,1.2
15113,S027C002P082R002A100,S021C001P056R001A100,3.7
15114,S007C001P001R002A048,S002C003P012R001A048,2.5
15115,S026C003P072R001A080,S002C002P011R002A035,1.8
15116,S016C001P040R002A027,S031C002P085R002A099,1.272727273
15117,S008C001P034R002A022,S002C001P007R001A022,2.8
15118,S031C003P097R001A101,S008C001P030R002A048,1.2
15119,S014C003P039R001A007,S008C001P001R002A007,3.4
15120,S012C003P008R001A009,S001C001P004R001A009,3.555555556
15121,S008C002P035R002A009,S003C001P002R001A027,1.1
15122,S026C001P072R002A100,S008C003P036R001A026,1.444444444
15123,S006C001P023R002A035,S002C001P014R002A008,1.8
15124,S021C001P060R001A101,S028C002P073R002A101,3.4
15125,S028C001P087R001A095,S031C002P100R002A095,3.9
15126,S021C003P060R001A098,S020C003P052R001A098,3.9
15127,S028C001P073R002A104,S032C001P102R002A104,1.8
15128,S023C001P055R001A104,S030C003P092R001A104,2.8
15129,S020C003P052R001A100,S008C001P001R001A026,1.3
15130,S027C001P084R002A095,S001C003P006R001A040,1.2
15131,S020C003P053R001A104,S028C001P073R002A104,3
15132,S004C003P003R001A035,S016C001P025R001A048,1.818181818
15133,S014C002P027R002A022,S032C002P106R002A104,2.4
15134,S011C003P028R001A023,S012C002P028R002A022,1.333333333
15135,S008C002P036R002A008,S002C002P010R002A048,1.1
15136,S029C003P044R001A096,S032C001P106R001A096,4
15137,S005C001P010R002A023,S001C002P004R002A023,3.5
15138,S027C001P083R001A104,S026C003P050R001A097,1.454545455
15139,S001C001P005R002A027,S023C001P060R001A099,1.555555556
15140,S002C003P013R001A039,S016C003P025R001A048,1.111111111
15141,S021C001P058R002A095,S015C001P015R001A040,1.4
15142,S021C001P055R001A096,S014C001P027R002A022,1.454545455
15143,S021C001P055R002A095,S026C001P051R001A095,3.625
15144,S008C003P030R001A026,S025C002P068R002A099,1.4
15145,S028C003P087R001A097,S023C001P068R002A104,2.1
15146,S030C001P095R002A097,S028C003P087R001A097,3.625
15147,S002C003P014R001A009,S007C002P018R002A026,1
15148,S027C001P081R002A102,S021C001P059R001A095,1
15149,S001C001P006R001A008,S002C003P009R001A048,1.3
